S.No.,DIVISION,Distrcit ,Types of Institute,Type ,Institute Name,Trade/ Branch Name,Seats
1887,GWALIOR,MORENA,ITI,Private,MODERN ITI,ELECTRICIAN (NSQF),120
1888,GWALIOR,MORENA,ITI,Private,MODERN ITI,FITTER (NSQF),40
1889,GWALIOR,GWALIOR,ITI,Private,NRN PRIVATE INDUSTRIAL TRAINING INSTITUTE,ELECTRICIAN (NSQF),20
1890,GWALIOR,SHIVPURI,ITI,Private,OM PVT ITI,ELECTRICIAN (NSQF),60
1891,GWALIOR,DATIA,ITI,Private,RCL PVT ITI,ELECTRICIAN (NSQF),120
1892,GWALIOR,MORENA,ITI,Private,SANT RATAN DAS PRIVATE ITI,ELECTRICIAN (NSQF),60
1893,GWALIOR,BHIND,ITI,Private,SATYA SAI PRIVATE INDUSTRIAL TRAINING INSTITUTE,ELECTRICIAN (NSQF),60
1894,GWALIOR,DATIA,ITI,Private,SB COLLEGE,ELECTRICIAN (NSQF),40
1895,GWALIOR,MORENA,ITI,Private,SHIVAM PVT ITI PORSA,ELECTRICIAN (NSQF),60
1896,GWALIOR,MORENA,ITI,Private,SHRI PRATAP PRIVATE INDUSTRIAL TRAINING INSTITUTE,ELECTRICIAN (NSQF),120
1897,GWALIOR,MORENA,ITI,Private,SHRI PRATAP PRIVATE INDUSTRIAL TRAINING INSTITUTE,FITTER (NSQF),60
1898,GWALIOR,MORENA,ITI,Private,SHRI PRATAP PRIVATE INDUSTRIAL TRAINING INSTITUTE,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),72
1899,GWALIOR,GWALIOR,ITI,Private,SHRI SHANKAR SINGH PVT.ITI,ELECTRICIAN (NSQF),20
1900,GWALIOR,MORENA,ITI,Private,SHRI VANKHANDAYSHWAR PRIVATE INDUSTRIAL TRAINING INSTITUTE,ELECTRICIAN (NSQF),60
1901,GWALIOR,SHIVPURI,ITI,Private,SIDDHI VINAYAK PRIVATE ITI,ELECTRICIAN (NSQF),60
1902,GWALIOR,SHIVPURI,ITI,Private,SIDDHI VINAYAK PRIVATE ITI,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),72
1903,GWALIOR,DATIA,ITI,Private,SRS PVT. I.T.I. DATIA,ELECTRICIAN (NSQF),60
1904,GWALIOR,SHIVPURI,ITI,Private,SWAMI RUDHRACHETANYA PRIVATE ITI,ELECTRICIAN (NSQF),120
1905,GWALIOR,SHIVPURI,ITI,Private,SWAMI RUDHRACHETANYA PRIVATE ITI,FITTER (NSQF),40
1906,GWALIOR,MORENA,ITI,Private,TECH PRIVATE ITI,ELECTRICIAN (NSQF),40
1907,GWALIOR,DATIA,ITI,Private,THE NATIONAL PRIVATE ITI,ELECTRICIAN (NSQF),60
1908,GWALIOR,MORENA,ITI,Private,USHA DEVI PRIVATE INDUSTRIAL TRAINING INSTITUTE,ELECTRICIAN (NSQF),40
1909,GWALIOR,MORENA,ITI,Private,USHA DEVI PRIVATE INDUSTRIAL TRAINING INSTITUTE,FITTER (NSQF),40
1910,GWALIOR,BHIND,ITI,Private,VIDHYADEVI PVT. ITI,ELECTRICIAN (NSQF),60
1911,GWALIOR,GUNA,ITI,Private,HINDUPAT ITI (PVT.),COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF),72
1912,GWALIOR,GUNA,ITI,Private,HINDUPAT ITI (PVT.),ELECTRICIAN (NSQF),60
1913,GWALIOR,GUNA,ITI,Private,HINDUPAT ITI (PVT.),WELDER (NSQF),60
1914,GWALIOR,MORENA,ITI,Private,NIRBHAYA PRIVATE INDUSTRIAL TRANING INSTITUTE,ELECTRICIAN (NSQF),60
1915,GWALIOR,MORENA,ITI,Private,SHREE RAMKRISHNA (P) ITI,ELECTRICIAN (NSQF),20
1916,GWALIOR,SHIVPURI,ITI,Private,SHIV SHANKAR PRIVATE ITI,ELECTRICIAN (NSQF),60
1917,GWALIOR,GWALIOR,ITI,Private,HICT INDUSTRIAL TRAINING INSTITUTE,ELECTRICIAN (NSQF),20
1918,GWALIOR,GWALIOR,ITI,Private,HICT INDUSTRIAL TRAINING INSTITUTE,FITTER (NSQF),20
1919,GWALIOR,GWALIOR,ITI,Private,HICT INDUSTRIAL TRAINING INSTITUTE,MECHANIC DIESEL (NSQF),48
1920,GWALIOR,GWALIOR,ITI,Private,HICT INDUSTRIAL TRAINING INSTITUTE,DRAUGHTSMAN (CIVIL) (NSQF),24
1921,GWALIOR,BHIND,ITI,Private,MAHANT PRIVATE ITI,ELECTRICIAN (NSQF),60
1922,GWALIOR,BHIND,ITI,Private,MAHANT PRIVATE ITI,FITTER (NSQF),40
1923,GWALIOR,MORENA,ITI,Private,KPS PRIVATE ITI,ELECTRICIAN (NSQF),40
1924,GWALIOR,MORENA,ITI,Private,KPS PRIVATE ITI,FITTER (NSQF),20
1925,GWALIOR,SHEOPUR,ITI,Private,AMBIKA PRIVATE ITI,ELECTRICIAN (NSQF),40
1926,GWALIOR,SHEOPUR,ITI,Private,AMBIKA PRIVATE ITI,HEALTH SANITARY INSPECTOR (NSQF),48
1927,GWALIOR,GWALIOR,ITI,Private,AIMS PRIVATE ITI,ELECTRICIAN (NSQF),60
1928,GWALIOR,GWALIOR,ITI,Private,AIMS PRIVATE ITI,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),72
1929,GWALIOR,BHIND,ITI,Private,THE ORIENT PRIVATE ITI,ELECTRICIAN (NSQF),20
1930,GWALIOR,BHIND,ITI,Private,THE ORIENT PRIVATE ITI,FITTER (NSQF),20
1931,GWALIOR,SHEOPUR,ITI,Private,MAA SARSWATI PRIVATE ITI,ELECTRICIAN (NSQF),40
1932,GWALIOR,SHEOPUR,ITI,Private,MAA SARSWATI PRIVATE ITI,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),72
1933,GWALIOR,ASHOK NAGAR,ITI,Private,NIRBHAYA PRIVATE INDUSTRIAL TRANING INSTITUTE,ELECTRICIAN (NSQF),60
1934,GWALIOR,GWALIOR,ITI,Private,LORD PRIVATE ITI MAKODA GWALIOR,ELECTRICIAN (NSQF),60
1935,GWALIOR,GWALIOR,ITI,Private,LORD PRIVATE ITI MAKODA GWALIOR,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),48
1936,GWALIOR,SHIVPURI,ITI,Private,FUTURE PRIVATE ITI,ELECTRICIAN (NSQF),60
1937,GWALIOR,SHIVPURI,ITI,Private,FUTURE PRIVATE ITI,HEALTH SANITARY INSPECTOR (NSQF),72
1938,GWALIOR,GWALIOR,ITI,Private,NEW MOLECULAR PRIVATE ITI,ELECTRICIAN (NSQF),60
1939,GWALIOR,GWALIOR,ITI,Private,NEW MOLECULAR PRIVATE ITI,FITTER (NSQF),20
1940,GWALIOR,DATIA,ITI,Private,RD PRIVATE ITI,ELECTRICIAN (NSQF),60
1941,GWALIOR,DATIA,ITI,Private,RD PRIVATE ITI,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),72
1942,GWALIOR,DATIA,ITI,Private,VAMA PRIVATE ITI,ELECTRICIAN (NSQF),60
1943,GWALIOR,DATIA,ITI,Private,VAMA PRIVATE ITI,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),72
1944,GWALIOR,DATIA,ITI,Private,SHRI KHERAPATI SARKAR PRIVATE ITI,ELECTRICIAN (NSQF),60
1945,GWALIOR,DATIA,ITI,Private,SHRI KHERAPATI SARKAR PRIVATE ITI,FITTER (NSQF),40
1946,GWALIOR,DATIA,ITI,Private,RAMCHARAN LAL PRIVATE ITI,ELECTRICIAN (NSQF),60
1947,GWALIOR,DATIA,ITI,Private,RAMCHARAN LAL PRIVATE ITI,FITTER (NSQF),20
1948,GWALIOR,DATIA,ITI,Private,RAMCHARAN LAL PRIVATE ITI,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),72
1949,GWALIOR,GWALIOR,ITI,Private,RAJ UTTAM PRIVATE ITI,ELECTRICIAN (NSQF),60
1950,GWALIOR,GWALIOR,ITI,Private,RAJ UTTAM PRIVATE ITI,FITTER (NSQF),20
1951,GWALIOR,DATIA,ITI,Private,BRAHAMMA PRIVATE ITI,ELECTRICIAN (NSQF),40
1952,GWALIOR,DATIA,ITI,Private,BRAHAMMA PRIVATE ITI,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),72
1953,GWALIOR,MORENA,ITI,Private,GANGARAM PRIVATE ITI,ELECTRICIAN (NSQF),20
1954,GWALIOR,MORENA,ITI,Private,GANGARAM PRIVATE ITI,HEALTH SANITARY INSPECTOR (NSQF),48
1955,GWALIOR,MORENA,ITI,Private,MAA VAISHNO PRIVATE ITI,ELECTRICIAN (NSQF),60
1956,GWALIOR,MORENA,ITI,Private,MAA VAISHNO PRIVATE ITI,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),72
1957,GWALIOR,BHIND,ITI,Private,S R PRIVATE ITI COLLEGE,ELECTRICIAN (NSQF),60
1958,GWALIOR,BHIND,ITI,Private,S R PRIVATE ITI COLLEGE,FITTER (NSQF),20
1959,GWALIOR,GWALIOR,ITI,Private,PITS PRIVATE ITI,ELECTRICIAN (NSQF),60
1960,GWALIOR,GWALIOR,ITI,Private,PITS PRIVATE ITI,FITTER (NSQF),60
1961,GWALIOR,DATIA,ITI,Private,ADVANCE PRIVATE ITI,ELECTRICIAN (NSQF),20
1962,GWALIOR,GWALIOR,ITI,Private,HL SOMANI PRIVATE ITI,ELECTRICIAN (NSQF),60
1963,GWALIOR,GWALIOR,ITI,Private,HL SOMANI PRIVATE ITI,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),72
1964,GWALIOR,GWALIOR,ITI,Private,BANKE BIHARI PRIVATE ITI,ELECTRICIAN (NSQF),60
1965,GWALIOR,GWALIOR,ITI,Private,BANKE BIHARI PRIVATE ITI,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),72
1966,GWALIOR,SHIVPURI,ITI,Private,"AMRESHWAR PRIVATE ITI, KHUDAWALI",ELECTRICIAN (NSQF),40
1967,GWALIOR,SHIVPURI,ITI,Private,"AMRESHWAR PRIVATE ITI, KHUDAWALI",FITTER (NSQF),40
1968,GWALIOR,MORENA,ITI,Private,OM PRIVATE ITI MORENA,ELECTRICIAN (NSQF),120
1969,GWALIOR,MORENA,ITI,Private,VANDEMATRAM PRIVATE ITI,ELECTRICIAN (NSQF),60
1970,GWALIOR,SHIVPURI,ITI,Private,RATAN PVT. ITI,ELECTRICIAN (NSQF),20
1971,GWALIOR,SHIVPURI,ITI,Private,RATAN PVT. ITI,STENOGRAPHER & SECRETARIAL ASSISTANT (ENGLISH) (NSQF),48
1972,GWALIOR,SHIVPURI,ITI,Private,RATAN PVT. ITI,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),72
1973,GWALIOR,GWALIOR,ITI,Private,"SHRI VIJAY PVT.ITI, LASKAR,.GWALIOR",ELECTRICIAN (NSQF),40
1974,GWALIOR,GWALIOR,ITI,Private,"SHRI SAI NATH PVT.ITI., LASKAR, DISTT.GWALIOR,",ELECTRICIAN (NSQF),60
1975,GWALIOR,GWALIOR,ITI,Private,"GALAV RISHI PVT.ITI. BADAGAON, DISTT.GWALIOR,",ELECTRICIAN (NSQF),120
1976,GWALIOR,GWALIOR,ITI,Private,"GALAV RISHI PVT.ITI. BADAGAON, DISTT.GWALIOR,",FITTER (NSQF),60
1977,GWALIOR,GWALIOR,ITI,Private,"MAHARAJA AGRASEN PVT.ITI, P.O.GIRGAON, GWALIOR",ELECTRICIAN (NSQF),40
1978,GWALIOR,GWALIOR,ITI,Private,"MAHARAJA AGRASEN PVT.ITI, P.O.GIRGAON, GWALIOR",FITTER (NSQF),20
1979,GWALIOR,GWALIOR,ITI,Private,"SHRI SHANKAR SINGH PVT.ITI, ANAND NAGAR GWALIOR",ELECTRICIAN (NSQF),40
1980,GWALIOR,GWALIOR,ITI,Private,"NEW MODERN PVT.ITI,GWALIOR",ELECTRICIAN (NSQF),60
1981,GWALIOR,GWALIOR,ITI,Private,"VIVEKANAND PVT.ITI, GWAIIOR",ELECTRICIAN (NSQF),60
1982,GWALIOR,GWALIOR,ITI,Private,"VIVEKANAND PVT.ITI, GWAIIOR",EARLY CHILDHOOD EDUCATOR(NSQF),72
1983,GWALIOR,GWALIOR,ITI,Private,"CAMPION PRIVATE ITI, LASKAR, GWALIOR",ELECTRICIAN (NSQF),60
1984,GWALIOR,GWALIOR,ITI,Private,"PRATAP PRIVATE ITI, GWALIOR",ELECTRICIAN (NSQF),60
1985,GWALIOR,GWALIOR,ITI,Private,"SHRI RAM PRIVATE ITI, GWALIOR",COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF),96
1986,GWALIOR,GWALIOR,ITI,Private,"SHRI RAM PRIVATE ITI, GWALIOR",ELECTRICIAN (NSQF),80
1987,GWALIOR,GWALIOR,ITI,Private,"SHRI RAM PRIVATE ITI, GWALIOR",FITTER (NSQF),40
1988,GWALIOR,GWALIOR,ITI,Private,"DRS PRIVATE ITI.GOL PAHARIYA, GWALIOR",ELECTRICIAN (NSQF),60
1989,GWALIOR,SHIVPURI,ITI,Private,"NEW RADIENT PVT.ITI,KAKAARVAYA,,DISTT.SHIVPURI",ELECTRICIAN (NSQF),100
1990,GWALIOR,SHIVPURI,ITI,Private,"NEW RADIENT PVT.ITI,KAKAARVAYA,,DISTT.SHIVPURI",FITTER (NSQF),40
1991,GWALIOR,SHIVPURI,ITI,Private,"NEW RADIENT PVT.ITI,KAKAARVAYA,,DISTT.SHIVPURI",STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),144
1992,GWALIOR,SHIVPURI,ITI,Private,"GYANRANJAN PVT.ITI, KOLIPAHADI DISTT.SHIVPURI",ELECTRICIAN (NSQF),80
1993,GWALIOR,SHIVPURI,ITI,Private,"GYANRANJAN PVT.ITI, KOLIPAHADI DISTT.SHIVPURI",STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),48
1994,GWALIOR,MORENA,ITI,Private,"CHAMBAL PVT.ITI,SABALGARH,DISTT.MORENA",ELECTRICIAN (NSQF),120
1995,GWALIOR,MORENA,ITI,Private,"JAI SHREE RAM PVT.ITI, JAREUA, DISTT.MORENA",ELECTRICIAN (NSQF),60
1996,GWALIOR,MORENA,ITI,Private,"JAI SHREE RAM PVT.ITI, JAREUA, DISTT.MORENA",STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),96
1997,GWALIOR,MORENA,ITI,Private,"DR.RAJENDRA PRASAD PVT.ITI, VILLAGE CHHONDA DISTT.MORENA",ELECTRICIAN (NSQF),60
1998,GWALIOR,MORENA,ITI,Private,"DR.RAJENDRA PRASAD PVT.ITI, VILLAGE CHHONDA DISTT.MORENA",STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),72
1999,GWALIOR,MORENA,ITI,Private,"APEX PVT.ITI,MORENA",ELECTRICIAN (NSQF),60
2000,GWALIOR,MORENA,ITI,Private,"APEX PVT.ITI,MORENA",STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),72
2001,GWALIOR,MORENA,ITI,Private,"VINAYAK PVT.ITI, MORENA",ELECTRICIAN (NSQF),40
2002,GWALIOR,MORENA,ITI,Private,"SHRI SHANTIRATNAM PRIVATE ITI, MORENA",ELECTRICIAN (NSQF),20
2003,GWALIOR,MORENA,ITI,Private,"NIRBHAYA PRIVATE ITI, MORENA",ELECTRICIAN (NSQF),60
2004,GWALIOR,BHIND,ITI,Private,"MAA TRIMUKHA PVT.ITI,KHARIPURA,DISTT.BHIND",ELECTRICIAN (NSQF),60
2005,GWALIOR,BHIND,ITI,Private,"CHAUDARY DILIP SINGH PRIVATE ITI, BHIND",ELECTRICIAN (NSQF),40
2006,GWALIOR,SHEOPUR,ITI,Private,"CHAMBAL PVT.ITI, SHEOPUR",ELECTRICIAN (NSQF),80
2007,GWALIOR,SHEOPUR,ITI,Private,"VIKASH PVT.ITI, SHEOPUR",ELECTRICIAN (NSQF),60
2008,GWALIOR,BHIND,ITI,Private,A.B.V.M.PVT.INDUSTRIAL TRAINING INSTITUTE,ELECTRICIAN (NSQF),60
2009,GWALIOR,GUNA,ITI,Private,ADITYARAJ ( P ) ITI,ELECTRICIAN (NSQF),60
2010,GWALIOR,GUNA,ITI,Private,ADITYARAJ ( P ) ITI,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),72
2011,GWALIOR,BHIND,ITI,Private,AYUSHI PRIVATE ITI,ELECTRICIAN (NSQF),40
2012,GWALIOR,BHIND,ITI,Private,AYUSHI PRIVATE ITI,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),72
2013,GWALIOR,GWALIOR,ITI,Private,BIPS PVT INDUSTRIAL TRAINING INSTITUTE,ELECTRICIAN (NSQF),60
2014,GWALIOR,MORENA,ITI,Private,BRM PRIVATE ITI,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),48
2015,GWALIOR,GWALIOR,ITI,Private,CHANAKYA PRIVATE I.T.I.GWALIOR,ELECTRICIAN (NSQF),60
2016,GWALIOR,MORENA,ITI,Private,DWARIKA DHISH PVT ITI,ELECTRICIAN (NSQF),40
2017,GWALIOR,BHIND,ITI,Private,GALAV RISHI RIPUDAMAN (PVT.) INDUSTRIAL TRAINING INSTITUTE,ELECTRICIAN (NSQF),60
2018,GWALIOR,GUNA,ITI,Private,GUNA PRIVATE ITI,ELECTRICIAN (NSQF),40
2019,GWALIOR,GWALIOR,ITI,Private,IDEAL PRIVATE ITI,ELECTRICIAN (NSQF),60
2020,GWALIOR,MORENA,ITI,Private,IIPS PVT ITI,ELECTRICIAN (NSQF),60
2021,GWALIOR,MORENA,ITI,Private,INDRAPRASTHA PRIVATE ITI,ELECTRICIAN (NSQF),60
2022,GWALIOR,GWALIOR,ITI,Private,JAI DURGE PVT ITI,ELECTRICIAN (NSQF),40
2023,GWALIOR,GWALIOR,ITI,Private,KAMTANATH PRIVATE ITI,ELECTRICIAN (NSQF),60
2024,GWALIOR,GWALIOR,ITI,Private,KAMTANATH PRIVATE ITI,FITTER (NSQF),60
2025,GWALIOR,GWALIOR,ITI,Private,KAMTANATH PRIVATE ITI,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),48
2026,GWALIOR,DATIA,ITI,Private,M.D.PRIVATE INDUSTRIAL TRAINING INSTITUTE,ELECTRICIAN (NSQF),60
2027,GWALIOR,BHIND,ITI,Private,M.G.D. PVT. ITC,ELECTRICIAN (NSQF),40
2028,GWALIOR,GWALIOR,ITI,Private,MADHAV PRIVATE ITI SURAJ NAGAR,ELECTRICIAN (NSQF),120
2029,GWALIOR,MORENA,ITI,Private,MAHATMA GANDHI PVT. I.T.I.,ELECTRICIAN (NSQF),40
2030,GWALIOR,GUNA,ITI,Private,MALWA PRIVATE INDUSTRIAL TRAINING INSTITUTE,ELECTRICIAN (NSQF),60
2031,GWALIOR,GUNA,ITI,Private,MILLENNIUM PRIVATE INDUSTRIAL TRAINING INSTITUTE,ELECTRICIAN (NSQF),60
2032,GWALIOR,MORENA,ITI,Private,NEW SHRI GIRRAJ JI PVT ITI,ELECTRICIAN (NSQF),60
2033,GWALIOR,MORENA,ITI,Private,NEW SHRI GIRRAJ JI PVT ITI,FITTER (NSQF),60
2034,GWALIOR,DATIA,ITI,Private,NEWVIKRAMADITYA PVT.ITI,ELECTRICIAN (NSQF),60
2035,GWALIOR,DATIA,ITI,Private,PITAMBARA PRIVATE INDUSTRIAL TRAINING INSTITUTE,ELECTRICIAN (NSQF),60
2036,GWALIOR,GWALIOR,ITI,Private,PRE SAINIK PVT ITI,ELECTRICIAN (NSQF),60
2037,GWALIOR,MORENA,ITI,Private,PT. NEHRU PVT ITI,ELECTRICIAN (NSQF),60
2038,GWALIOR,MORENA,ITI,Private,PT. NEHRU PVT ITI,FITTER (NSQF),60
2039,GWALIOR,MORENA,ITI,Private,RAJ RAJESWARI PRIVATE ITI,ELECTRICIAN (NSQF),120
2040,GWALIOR,MORENA,ITI,Private,RAJ RAJESWARI PRIVATE ITI,FITTER (NSQF),40
2041,GWALIOR,MORENA,ITI,Private,RAJ RAJESWARI PRIVATE ITI,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),72
2042,GWALIOR,BHIND,ITI,Private,RAJYAVAIDH RAMSHAY SHASTRI PVT. I.T.I.,ELECTRICIAN (NSQF),60
2043,GWALIOR,GWALIOR,ITI,Private,ROYAL PVT ITI,ELECTRICIAN (NSQF),60
2044,GWALIOR,SHIVPURI,ITI,Private,SAHARA PVT ITI,ELECTRICIAN (NSQF),40
2045,GWALIOR,SHIVPURI,ITI,Private,SAHARA PVT ITI,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),72
2046,GWALIOR,MORENA,ITI,Private,SHREE VINAYAK PVT. ITI,ELECTRICIAN (NSQF),60
2047,GWALIOR,MORENA,ITI,Private,SHRI BALAJI PRIVATE INDUSTRIAL TRAINING INSTITUTE,ELECTRICIAN (NSQF),120
2048,GWALIOR,GWALIOR,ITI,Private,SHRI G PVT ITI,ELECTRICIAN (NSQF),40
2049,GWALIOR,GWALIOR,ITI,Private,SHRI TULSHI RAM PVT ITI,ELECTRICIAN (NSQF),120
2050,GWALIOR,MORENA,ITI,Private,SHRINATHJI PVT ITI,ELECTRICIAN (NSQF),20
2051,GWALIOR,MORENA,ITI,Private,SUCCESS PRIVATE INDUSTRIAL  TRAINING INSTITUTE,ELECTRICIAN (NSQF),60
2052,GWALIOR,GWALIOR,ITI,Private,TECHNOCRAT PVT. I.T.I.,ELECTRICIAN (NSQF),60
2053,GWALIOR,GWALIOR,ITI,Private,THE BHARTI PRIVATE INDUSTRIAL TRAINING INSTITUTE,ELECTRICIAN (NSQF),40
2054,GWALIOR,GWALIOR,ITI,Private,THE BHARTI PRIVATE INDUSTRIAL TRAINING INSTITUTE,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),48
2055,GWALIOR,BHIND,ITI,Private,THE RUDRA PVT INDUSTRIAL TRAINING INSTITUTE,ELECTRICIAN (NSQF),40
2056,GWALIOR,ASHOK NAGAR,ITI,Private,TIRUPATI PRIVATE INDUSTRIAL TRAINING INSTITUTE,ELECTRICIAN (NSQF),20
2057,GWALIOR,BHIND,ITI,Private,VEDANTA PVT ITI,ELECTRICIAN (NSQF),60
2058,GWALIOR,BHIND,ITI,Private,VEDANTA PVT ITI,FITTER (NSQF),40
2059,GWALIOR,MORENA,ITI,Private,VIVEKANAND PRIVATE INDUSTRIAL TRAINING INSTITUTE,ELECTRICIAN (NSQF),60
2060,GWALIOR,GWALIOR,ITI,Private,D.S.M. PVT. INDUSTRIAL TRAINING INSTITUTE,ELECTRICIAN (NSQF),60
2061,GWALIOR,GWALIOR,ITI,Private,D.S.M. PVT. INDUSTRIAL TRAINING INSTITUTE,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),72
2062,GWALIOR,BHIND,ITI,Private,GENX PRIVATE INDUSTRIAL TRAINING INSTITUTE,ELECTRICIAN (NSQF),20
2063,GWALIOR,GUNA,ITI,Private,SATHYA SAI PRIVATE INDUSTRIAL TRAINING INSTITUTE,ELECTRICIAN (NSQF),60
2064,GWALIOR,GWALIOR,ITI,Private,S.D.V.M. PRIVATE INDUSTRIAL TRAINING INSTITUTE,ELECTRICIAN (NSQF),40
2065,GWALIOR,MORENA,ITI,Private,BABA RANJIT MEMORIAL PRIVATE ITI,ELECTRICIAN (NSQF),60
2066,GWALIOR,MORENA,ITI,Private,BABA RANJIT MEMORIAL PRIVATE ITI,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),72
2067,GWALIOR,GUNA,ITI,Private,KRISHNAREWA PRIVATE ITI COLLEGE ARON DISTGUNA MP,ELECTRICIAN (NSQF),40
2068,GWALIOR,GUNA,ITI,Private,KRISHNAREWA PRIVATE ITI COLLEGE ARON DISTGUNA MP,HEALTH SANITARY INSPECTOR (NSQF),72
2069,GWALIOR,GWALIOR,ITI,Private,M P S PRIVATE ITI,ELECTRICIAN (NSQF),40
2070,GWALIOR,GWALIOR,ITI,Private,M P S PRIVATE ITI,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),48
2071,GWALIOR,SHIVPURI,ITI,Private,OMGURU PRIVATE ITI,ELECTRICIAN (NSQF),40
2072,GWALIOR,SHIVPURI,ITI,Private,OMGURU PRIVATE ITI,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),72
2073,GWALIOR,GWALIOR,ITI,Private,GLOBAL PRIVATE ITI,DRAUGHTSMAN (MECHANICAL) (NSQF),48
2074,GWALIOR,GWALIOR,ITI,Private,GLOBAL PRIVATE ITI,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),96
2075,GWALIOR,GWALIOR,ITI,Private,UDAAN PRIVATE ITI,ELECTRICIAN (NSQF),40
2076,GWALIOR,GWALIOR,ITI,Private,UDAAN PRIVATE ITI,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),72
2077,GWALIOR,ASHOK NAGAR,ITI,Private,LAKSHYA PRIVATE ITI,ELECTRICIAN (NSQF),40
2078,GWALIOR,ASHOK NAGAR,ITI,Private,LAKSHYA PRIVATE ITI,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),48
2079,GWALIOR,ASHOK NAGAR,ITI,Private,SHREE SATHYA SAI PRIVATE ITI,ELECTRICIAN (NSQF),60
2080,GWALIOR,ASHOK NAGAR,ITI,Private,SHREE SATHYA SAI PRIVATE ITI,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),72
2081,GWALIOR,MORENA,ITI,Private,DWARIKADHISHJI PRIVATE ITI,ELECTRICIAN (NSQF),60
2082,GWALIOR,MORENA,ITI,Private,DWARIKADHISHJI PRIVATE ITI,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),72
2083,GWALIOR,MORENA,ITI,Private,ROSHAN PRIVATE ITI,ELECTRICIAN (NSQF),40
2084,GWALIOR,MORENA,ITI,Private,ROSHAN PRIVATE ITI,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),72
2085,GWALIOR,MORENA,ITI,Private,SUNRISE PRIVATE INDUSTRIAL TRAINING INSTITUTE,ELECTRICIAN (NSQF),60
2086,GWALIOR,GUNA,ITI,Private,EVEREST PRIVATE ITI COLLEGE,COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF),72
2087,GWALIOR,GUNA,ITI,Private,EVEREST PRIVATE ITI COLLEGE,ELECTRICIAN (NSQF),80
2088,GWALIOR,GUNA,ITI,Private,EVEREST PRIVATE ITI COLLEGE,WIREMAN (NSQF),40
2089,GWALIOR,GWALIOR,ITI,Private,SHREE PRATAP PRIVATE INDUSTRIAL TRAINING INSTITUTE,ELECTRICIAN (NSQF),60
2090,GWALIOR,GWALIOR,ITI,Private,SHREE PRATAP PRIVATE INDUSTRIAL TRAINING INSTITUTE,HEALTH SANITARY INSPECTOR (NSQF),72
2091,GWALIOR,GWALIOR,ITI,Private,SHREE PRATAP PRIVATE INDUSTRIAL TRAINING INSTITUTE,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),72
2092,GWALIOR,GWALIOR,ITI,Private,SHABD PRATAP PRIVATE ITI,ELECTRICIAN (NSQF),20
2093,GWALIOR,GWALIOR,ITI,Private,SHABD PRATAP PRIVATE ITI,STENOGRAPHER & SECRETARIAL ASSISTANT (HINDI) (NSQF),48
